num_steps,total_satisfied_requests_percentage,num_requests_fulfilled,last_num_msps_applied,total_reward,moving_avg_reward,average_reward_per_steps,total_cost,avg_cost_per_client,avg_cost_alive,total_immersiveness,avg_head_imrvnss_alive,avg_head_imrvnss_overall,need_help,worked_msps,avg_worked_msps,help_budget_invested,total_budget,remaining_budget,consumed_budget,runname,msp_0_budget_left,msp_1_budget_left,msp_2_budget_left,msp_q_0,msp_q_1,msp_q_2
9,0.6,18,0,41.0,-19.0,4.1,25.73364887765177,5.146729775530354,8.577882959217257,6.0,0.6,0.6,0,18,1.8,0,29.0,3.2663511223482304,25.73364887765177,min,1.0887837074494102,1.0887837074494102,1.0887837074494102,0.4235294117647058,0.4235294117647058,0.4235294117647058
9,1.0,30,3,101.0,0.9999999999999999,10.1,42.88941479608629,8.577882959217257,14.296471598695428,10.0,1.0,1.0,0,30,3.0,0,2100,2057.1105852039136,42.889414796086385,min,685.7035284013045,685.7035284013045,685.7035284013045,1.0,1.0,1.0
9,1.0,30,3,100.99875273929021,0.9997121706054325,10.09987527392902,37.95870702972738,7.591741405945474,12.652902343242458,9.999904056868479,0.9999904056868477,0.9999904056868477,0,30,3.0,0,2100,2062.0412929702743,37.9587070297257,min,687.347097656758,687.347097656758,687.347097656758,1.0,1.0,1.0
9,1.0,30,3,100.99794326128097,0.9995253679879202,10.099794326128096,35.49335314654793,7.098670629309583,11.831117715515978,9.999841789329304,0.9999841789329306,0.9999841789329306,0,30,3.0,0,2100,2064.5066468534524,35.49335314654763,min,688.1688822844842,688.1688822844842,688.1688822844842,1.0,1.0,1.0
